# Steps, Time, visc, Nusselt bottom/top, av_T, vrms, surf_rms, surf_max, grav, etamax, etamin
7.700000000000000000e+01 4.951386522850414897e-06 6.554686458699654322e+05 1.037684421940284984e+00 1.000023567904600341e+00 4.999968673358025639e-01 5.252696330981652864e+03 3.379007269933796209e+01 4.679666080722439148e+01 1.420960938185241140e+01 1.981516037524951646e+00 1.999955441498258780e-05
7.800000000000000000e+01 4.986544395984947517e-06 6.671903218589201570e+05 1.038473129127428063e+00 1.000023784906578728e+00 4.999969024814048257e-01 5.303620912364797732e+03 3.397977881817902812e+01 4.706023883162337285e+01 1.448493153933846855e+01 1.981451659371600282e+00 1.999955438083435966e-05
7.900000000000000000e+01 5.021359873332946975e-06 6.790260363598335534e+05 1.039269383415522219e+00 1.000024000596043461e+00 4.999969390058037200e-01 5.354598032057343516e+03 3.416968481621763942e+01 4.732411175468372733e+01 1.476280840569858910e+01 1.981397788412240901e+00 1.999955434744286737e-05
8.000000000000000000e+01 5.055839721741725081e-06 6.909765606559708249e+05 1.040073196168018299e+00 1.000024214991915406e+00 4.999969768929176106e-01 5.405630018761071369e+03 3.435980280557708966e+01 4.758829728693688565e+01 1.504325644124448580e+01 1.981354560991810843e+00 1.999955431478550193e-05
8.100000000000000000e+01 5.089990513874955568e-06 7.030426841803429415e+05 1.040884579349131034e+00 1.000024428112485486e+00 4.999970161272064284e-01 5.456719198704201517e+03 3.455014546605585934e+01 4.785281395211700328e+01 1.532629259073076433e+01 1.981322113429587084e+00 1.999955428284052168e-05
8.200000000000000000e+01 5.123818635616419668e-06 7.152252159924501320e+05 1.041703545558722466e+00 1.000024639975436891e+00 4.999970566935942329e-01 5.507867905666085790e+03 3.474072593070153658e+01 4.811768093244864986e+01 1.561193429628493234e+01 1.981300581547207340e+00 1.999955425158701509e-05
8.300000000000000000e+01 5.157330293173952016e-06 7.275249849374882178e+05 1.042530108022241997e+00 1.000024850597858617e+00 4.999970985774988552e-01 5.559078479734273060e+03 3.493155781507214641e+01 4.838291810836020090e+01 1.590019946056534650e+01 1.981290100928524422e+00 1.999955422100484648e-05
8.400000000000000000e+01 5.190531519952254122e-06 7.399428391651004786e+05 1.043364280577159464e+00 1.000025059996264565e+00 4.999971417648071959e-01 5.610353262638712295e+03 3.512265534284888702e+01 4.864854623762505526e+01 1.619110645959988304e+01 1.981290808494814870e+00 1.999955419107465269e-05
8.500000000000000000e+01 5.223427090457369469e-06 7.524796476862983545e+05 1.044206049661223767e+00 1.000025268179693505e+00 4.999971862403851386e-01 5.661694601344639523e+03 3.531403334284710382e+01 4.891458695735289552e+01 1.648466945060032529e+01 1.981302843035246841e+00 1.999955416177780576e-05
8.600000000000000000e+01 5.256020491992054363e-06 7.651358776858800557e+05 1.045055371027471036e+00 1.000025475149394660e+00 4.999972319877486471e-01 5.713103140709576110e+03 3.550570111524974948e+01 4.918105424548610216e+01 1.678089267361607995e+01 1.981326346102254332e+00 1.999955413309730743e-05
8.700000000000000000e+01 5.288317356067706421e-06 7.779115391641682945e+05 1.045912258113424365e+00 1.000025680920553883e+00 4.999972789937927597e-01 5.764577685894792921e+03 3.569766186358471316e+01 4.944795364198886034e+01 1.707978453285770826e+01 1.981361460801070784e+00 1.999955410501771461e-05
8.800000000000000000e+01 5.320323162559543685e-06 7.908075232228355017e+05 1.046776724617670240e+00 1.000025885507801915e+00 4.999973272457788886e-01 5.816120580988123038e+03 3.588993233959147489e+01 4.971530960367935137e+01 1.738136430123026344e+01 1.981408333859776327e+00 1.999955407752219166e-05
8.900000000000000000e+01 5.352043245221415920e-06 8.038247372661812697e+05 1.047648784886054285e+00 1.000026088925236145e+00 4.999973767313444784e-01 5.867734161039062201e+03 3.608252996689964931e+01 4.998314749196864426e+01 1.768565157086189288e+01 1.981467109876482668e+00 1.999955405059452977e-05
9.000000000000000000e+01 5.383482796898358968e-06 8.169641088112778962e+05 1.048528453854854714e+00 1.000026291186454142e+00 4.999974274385012851e-01 5.919420766711129545e+03 3.627547268851735396e+01 5.025149338413353917e+01 1.799266626517638912e+01 1.981537930754113219e+00 1.999955402421909269e-05
9.100000000000000000e+01 5.414646874599635163e-06 8.302265853941985406e+05 1.049415747083984884e+00 1.000026492304539882e+00 4.999974793556534736e-01 5.971182744679038478e+03 3.646877983792392541e+01 5.052037537965814806e+01 1.830242871833856810e+01 1.981620952423149840e+00 1.999955399838080326e-05
9.200000000000000000e+01 5.445540404293519177e-06 8.436131352594991913e+05 1.050310680744962921e+00 1.000026692292081076e+00 4.999975324715832392e-01 6.023022450516808021e+03 3.666247201112369680e+01 5.078982341199102990e+01 1.861495973110232782e+01 1.981716342658504937e+00 1.999955397306511283e-05
9.300000000000000000e+01 5.476167974116486780e-06 8.571247478199596517e+05 1.051213265375686934e+00 1.000026891159784936e+00 4.999975867750175440e-01 6.074942247285712256e+03 3.685657141806773041e+01 5.105986975322849020e+01 1.893027946624546587e+01 1.981824285604973701e+00 1.999955394825798097e-05
9.400000000000000000e+01 5.506531266147104472e-06 8.707623430348779075e+05 1.052123428120739890e+00 1.000027088899716254e+00 4.999976422498946249e-01 6.126944145747893344e+03 3.705109989366724221e+01 5.133054615823768074e+01 1.924839312110878708e+01 1.981944966386960605e+00 1.999955392394601780e-05
9.500000000000000000e+01 5.536634911813593537e-06 8.845255786725118523e+05 1.053041184870769476e+00 1.000027285523271470e+00 4.999976988857246507e-01 6.179025375185641678e+03 3.724606247037554851e+01 5.160186094274016000e+01 1.956930535723868303e+01 1.982078555472539305e+00 1.999955390011843890e-05
